SXQ_G,SEQN,Respondent sequence number
SXQ_G,SXD021,"Ever had vaginal, anal, or oral sex"
SXQ_G,SXQ800,Ever had vaginal sex with a woman
SXQ_G,SXQ803,Ever performed oral sex on a woman
SXQ_G,SXQ806,Ever had anal sex with a woman
SXQ_G,SXQ809,"Ever had any sex with a man: anal, oral"
SXQ_G,SXD862,"BOX 1A CHECK ITEM SXD.862: IF SXQ.800, SXQ.803, SXQ.806, AND SXQ.809 NOT EQUAL TO '1', GO TO BOX 8.  OTHERWISE, SXD031."
SXQ_G,SXQ700,Ever had vaginal sex with a man
SXQ_G,SXQ703,Ever performed oral sex on a man
SXQ_G,SXQ706,Ever had anal sex with a man
SXQ_G,SXQ709,Ever had any kind of sex with a woman
SXQ_G,SXQ762,"BOX 1A  CHECK ITEM SXQ.762: IF SP 60-69 YEARS AND SXQ.703 OR SXQ.709 = 1 AND SXQ.700 = 2 AND SXQ.706 = 2, GO TO END OF SECTION.  IF SXQ.700, SXQ.703, SXQ.706, AND SXQ.709 NOT EQUAL TO '1', GO TO BOX 11.  OTHERWISE, CONTINUE."
SXQ_G,SXD031,How old when first had sex
SXQ_G,SXD801,"BOX 1  CHECK ITEM SXD.801: IF SXQ800 = 1 OR SXQ803 = 1 OR SXQ806 = 1 THEN GO TO SXD171, IF SXQ700 = 1 OR SXQ703 = 1 OR SXQ706 = 1 THEN GO TO SXD101. OTHERWISE, IF MALE GO TO CHECKBOX SXQ833.  OTHERWISE, IF FEMALE GO TO CHECKBOX SXD733"
SXQ_G,SXD171,# female sex partners/lifetime
SXQ_G,SXD815,"BOX 2  CHECK ITEM SXD.815: IF SP 60-69 YEARS AND SXQ.809 = 1, GO TO SXQ.410.  IF SP 60-69 YEARS AND SXQ.809 NOT EQUAL TO 1, GO TO END OF SECTION.  OTHERWISE, CONTINUE WITH SXD510."
SXQ_G,SXD510,# female sex partners/year
SXQ_G,SXQ821,"BOX 3  CHECK ITEM SXQ.821: IF SXQ.800 = 1, GO TO SXQ.824.  OTHERWISE, GO TO BOX 4."
SXQ_G,SXQ824,# female vaginal sex partners/lifetime
SXQ_G,SXQ827,# female vaginal sex partners/year
SXQ_G,SXQ830,"BOX 4  CHECK ITEM SXQ.830: IF SXQ.803 = 1, GO TO SXD.633.  OTHERWISE, GO TO BOX 5."
SXQ_G,SXD633,Age first performed oral sex on a woman
SXQ_G,SXQ636,# female performed oral sex/lifetime
SXQ_G,SXQ639,# female performed oral sex/year
SXQ_G,SXQ868,"BOX 4B  CHECK ITEM SXQ.868: IF SP HAD ONLY 1 LIFETIME ORAL SEX PARTNER (CODED '1') IN SXQ.636, GO TO BOX 5.  OTHERWISE CONTINUE."
SXQ_G,SXD642,Performed oral sex new female (days)
SXQ_G,SXQ833,"BOX 5  CHECK ITEM SXQ.833: IF SXQ.809 = 1, GO TO SXQ.410.  OTHERWISE, GO TO BOX 9."
SXQ_G,SXQ410,# men anal/oral sex partners/lifetime
SXQ_G,SXQ875,"BOX 5B  CHECK ITEM SXQ.875: IF SP IS 60-69 YEARS, GO TO SXQ.836.  OTHERWISE, CONTINUE WITH SXQ.550."
SXQ_G,SXQ550,# men anal/oral sex partners/year
SXQ_G,SXQ836,# men anal sex partners/lifetime
SXQ_G,SXQ839,"BOX 6  CHECK ITEM SXQ.839: IF SP IS 60-69 YEARS, GO TO SXQ.853.  IF SP HAD NO ANAL SEX PARTNERS (CODED '0000' IN SXQ.836), GO TO SXQ.853.  OTHERWISE, CONTINUE WITH SXQ.841."
SXQ_G,SXQ841,# men anal sex partners/year
SXQ_G,SXQ853,Ever performed oral sex on a man
