DR1IFF_G,SEQN,"Respondent sequence number"
DR1IFF_G,WTDRD1,"Dietary day one sample weight"
DR1IFF_G,WTDR2D,"Dietary two-day sample weight"
DR1IFF_G,DR1ILINE,"Food/Individual component number"
DR1IFF_G,DR1DRSTZ,"Dietary recall status"
DR1IFF_G,DR1EXMER,"Interviewer ID code"
DR1IFF_G,DRABF,"Breast-fed infant (either day)"
DR1IFF_G,DRDINT,"Number of days of intake"
DR1IFF_G,DR1DBIH,"# of days b/w intake and HH interview"
DR1IFF_G,DR1DAY,"Intake day of the week"
DR1IFF_G,DR1LANG,"Language respondent used mostly"
DR1IFF_G,DR1CCMNM,"Combination food number"
DR1IFF_G,DR1CCMTX,"Combination food type"
DR1IFF_G,DR1_020,"Time of eating occasion (HH:MM)"
DR1IFF_G,DR1_030Z,"Name of eating occasion"
DR1IFF_G,DR1FS,"Source of food"
DR1IFF_G,DR1_040Z,"Did you eat this meal at home?"
DR1IFF_G,DR1IFDCD,"USDA food code"
DR1IFF_G,DR1MC,"Modification code"
DR1IFF_G,DR1IGRMS,"Grams"
DR1IFF_G,DR1IKCAL,"Energy (kcal)"
DR1IFF_G,DR1IPROT,"Protein (gm)"
DR1IFF_G,DR1ICARB,"Carbohydrate (gm)"
DR1IFF_G,DR1ISUGR,"Total sugars (gm)"
DR1IFF_G,DR1IFIBE,"Dietary fiber (gm)"
DR1IFF_G,DR1ITFAT,"Total fat (gm)"
DR1IFF_G,DR1ISFAT,"Total saturated fatty acids (gm)"
DR1IFF_G,DR1IMFAT,"Total monounsaturated fatty acids (gm)"
DR1IFF_G,DR1IPFAT,"Total polyunsaturated fatty acids (gm)"
DR1IFF_G,DR1ICHOL,"Cholesterol (mg)"
DR1IFF_G,DR1IATOC,"Vitamin E as alpha-tocopherol (mg)"
DR1IFF_G,DR1IATOA,"Added alpha-tocopherol (Vitamin E) (mg)"
DR1IFF_G,DR1IRET,"Retinol (mcg)"
DR1IFF_G,DR1IVARA,"Vitamin A, RAE (mcg)"
DR1IFF_G,DR1IACAR,"Alpha-carotene (mcg)"
DR1IFF_G,DR1IBCAR,"Beta-carotene (mcg)"
DR1IFF_G,DR1ICRYP,"Beta-cryptoxanthin (mcg)"
DR1IFF_G,DR1ILYCO,"Lycopene (mcg)"
DR1IFF_G,DR1ILZ,"Lutein + zeaxanthin (mcg)"
DR1IFF_G,DR1IVB1,"Thiamin (Vitamin B1) (mg)"
DR1IFF_G,DR1IVB2,"Riboflavin (Vitamin B2) (mg)"
DR1IFF_G,DR1INIAC,"Niacin (mg)"
DR1IFF_G,DR1IVB6,"Vitamin B6 (mg)"
DR1IFF_G,DR1IFOLA,"Total folate (mcg)"
DR1IFF_G,DR1IFA,"Folic acid (mcg)"
DR1IFF_G,DR1IFF,"Food folate (mcg)"
DR1IFF_G,DR1IFDFE,"Folate, DFE (mcg)"
DR1IFF_G,DR1ICHL,"Total choline (mg)"
DR1IFF_G,DR1IVB12,"Vitamin B12 (mcg)"
DR1IFF_G,DR1IB12A,"Added vitamin B12 (mcg)"
DR1IFF_G,DR1IVC,"Vitamin C (mg)"
DR1IFF_G,DR1IVD,"Vitamin D (D2 + D3) (mcg)"
DR1IFF_G,DR1IVK,"Vitamin K (mcg)"
DR1IFF_G,DR1ICALC,"Calcium (mg)"
DR1IFF_G,DR1IPHOS,"Phosphorus (mg)"
DR1IFF_G,DR1IMAGN,"Magnesium (mg)"
DR1IFF_G,DR1IIRON,"Iron (mg)"
DR1IFF_G,DR1IZINC,"Zinc (mg)"
DR1IFF_G,DR1ICOPP,"Copper (mg)"
DR1IFF_G,DR1ISODI,"Sodium (mg)"
DR1IFF_G,DR1IPOTA,"Potassium (mg)"
DR1IFF_G,DR1ISELE,"Selenium (mcg)"
DR1IFF_G,DR1ICAFF,"Caffeine (mg)"
DR1IFF_G,DR1ITHEO,"Theobromine (mg)"
DR1IFF_G,DR1IALCO,"Alcohol (gm)"
DR1IFF_G,DR1IMOIS,"Moisture (gm)"
DR1IFF_G,DR1IS040,"SFA 4:0 (Butanoic) (gm)"
DR1IFF_G,DR1IS060,"SFA 6:0 (Hexanoic) (gm)"
DR1IFF_G,DR1IS080,"SFA 8:0 (Octanoic) (gm)"
DR1IFF_G,DR1IS100,"SFA 10:0 (Decanoic) (gm)"
DR1IFF_G,DR1IS120,"SFA 12:0 (Dodecanoic) (gm)"
DR1IFF_G,DR1IS140,"SFA 14:0 (Tetradecanoic) (gm)"
DR1IFF_G,DR1IS160,"SFA 16:0 (Hexadecanoic) (gm)"
DR1IFF_G,DR1IS180,"SFA 18:0 (Octadecanoic) (gm)"
DR1IFF_G,DR1IM161,"MFA 16:1 (Hexadecenoic) (gm)"
DR1IFF_G,DR1IM181,"MFA 18:1 (Octadecenoic) (gm)"
DR1IFF_G,DR1IM201,"MFA 20:1 (Eicosenoic) (gm)"
DR1IFF_G,DR1IM221,"MFA 22:1 (Docosenoic) (gm)"
DR1IFF_G,DR1IP182,"PFA 18:2 (Octadecadienoic) (gm)"
DR1IFF_G,DR1IP183,"PFA 18:3 (Octadecatrienoic) (gm)"
DR1IFF_G,DR1IP184,"PFA 18:4 (Octadecatetraenoic) (gm)"
DR1IFF_G,DR1IP204,"PFA 20:4 (Eicosatetraenoic) (gm)"
DR1IFF_G,DR1IP205,"PFA 20:5 (Eicosapentaenoic) (gm)"
DR1IFF_G,DR1IP225,"PFA 22:5 (Docosapentaenoic) (gm)"
DR1IFF_G,DR1IP226,"PFA 22:6 (Docosahexaenoic) (gm)"
